Issue Type;Issue key;Issue id;Parent id;Summary;Assignee;Reporter;Priority;Status;Resolution;Created;Updated;Original Estimate;Remaining Estimate;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint;Sprint
Sub-task;EMAP-79;107926;102904;Implement the back-end ABAC logic for SFA;feandres;mazzola;Minor;Closed;Fixed;07/02/2017 12:50;10/03/2017 16:44;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;
Story;EMAP-98;111672;;As PO I would like the analysis of the better way to implement the new view.;mazzola;olivada;Minor;Closed;Done;20/02/2017 14:30;06/03/2017 15:17;28800;28800;EMAP Sprint 15;;;;;;;;
Story;EMAP-55;105372;;As a PO I would like the analysis about the migration of request access logic;mazzola;olivada;Minor;Closed;Done;26/Jan/17 9:46 AM;06/03/2017 10:44;14400;14400;EMAP Sprint 15;;;;;;;;
Task;EMAP-97;111664;;Review code Sprint 14;mazzola;olivada;Minor;Closed;Done;20/02/2017 14:14;03/03/2017 17:57;10800;10800;EMAP Sprint 15;;;;;;;;
Sub-task;EMAP-88;108579;104485;Testing for 'Executive Report' migration;;mazzola;Minor;Closed;Done;09/02/2017 19:48;03/03/2017 17:56;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
Sub-task;EMAP-86;108577;104485;Implement the back-end ABAC logic for 'Executive Report' area;perezbon;mazzola;Minor;Closed;Done;09/02/2017 19:47;03/03/2017 17:56;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
Sub-task;EMAP-84;108575;104487;Testing for 'Animal Health' migration;pastorim;mazzola;Minor;Closed;Fixed;09/02/2017 19:43;03/03/2017 17:56;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
Sub-task;EMAP-83;108574;104487;Implement the front-end logic for 'Animal Health' area in Edit Permission interface;feandres;mazzola;Minor;Closed;Fixed;09/02/2017 19:42;03/03/2017 17:56;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
Sub-task;EMAP-82;108573;104487;Implement the back-end ABAC logic for 'Animal Health' area;feandres;mazzola;Minor;Closed;Fixed;09/02/2017 19:41;03/03/2017 17:56;;;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;;;
Story;EMAP-44;104482;;As a developer I want all ABAC database access tested with JUnit  ;;olivada;Minor;Closed;Done;23/Jan/17 11:51 AM;03/03/2017 17:56;28800;28800;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-90;108581;102904;Testing for 'SFA' area migration;;mazzola;Minor;Closed;Done;09/02/2017 19:53;03/03/2017 17:55;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;
Sub-task;EMAP-80;107943;102904;Implement the front-end logic for SFA area in Edit Permission interface;pastorim;mazzola;Minor;Closed;Fixed;07/02/2017 13:03;03/03/2017 17:54;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;;;;
Story;EMAP-95;109565;;As user I would like to see the vertical scroll bar in the tree section;perezbon;olivada;Minor;Closed;Fixed;13/02/2017 12:18;17/02/2017 16:37;14400;14400;EMAP Sprint 14;;;;;;;;
Sub-task;EMAP-69;106248;104482;Create JUnit test for SubjectAttributeDaoJdbc;pastorim;mazzola;Minor;Closed;Fixed;31/Jan/17 3:19 PM;17/02/2017 16:33;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-70;106249;104482;Create JUnit test for ResourceDaoJdbc;perezbon;mazzola;Minor;Closed;Done;31/Jan/17 3:20 PM;17/02/2017 16:33;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-71;106252;104484;Create JUnit test for AreaManagerImpl;perezbon;mazzola;Minor;To Do;;31/Jan/17 3:22 PM;15/02/2017 17:02;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Story;EMAP-81;108275;;Save button from Edit Permission interface is applying permission to parent node instead of selected node;pastorim;mazzola;Minor;Closed;Done;08/02/2017 15:47;10/02/2017 15:29;14400;14400;EMAP Sprint 13;;;;;;;;
Story;EMAP-64;105917;;As PO I would like see the analysis in order to migrate 'Executive Reports' Area to ABAC schema;mazzola;olivada;Minor;Closed;Done;30/Jan/17 11:56 AM;10/02/2017 15:29;10800;10800;EMAP Sprint 13;;;;;;;;
Story;EMAP-63;105916;;As PO I would like see the analysis in order to migrate 'Animal Health' Area to ABAC schema;mazzola;olivada;Minor;Closed;Done;30/Jan/17 11:55 AM;10/02/2017 15:29;10800;10800;EMAP Sprint 13;;;;;;;;
Story;EMAP-58;105902;;As user I don't want to see all the popups in the middle of the screen;pastorim;olivada;Minor;Closed;Done;30/Jan/17 11:39 AM;06/02/2017 16:43;3600;3600;EMAP Sprint 12;;;;;;;;
Story;EMAP-61;105911;;As developer I would like to move all ABAC logic to services.;perezbon;olivada;Minor;Closed;Fixed;30/Jan/17 11:48 AM;06/02/2017 16:43;14400;14400;EMAP Sprint 12;;;;;;;;
Story;EMAP-59;105903;;As developer I would like to see the permissions name with the ID when the change is stored in the log table;pastorim;olivada;Minor;Closed;Done;30/Jan/17 11:42 AM;06/02/2017 16:43;3600;3600;EMAP Sprint 12;;;;;;;;
Story;EMAP-62;105912;;The ABAC logic should be also included in RedirectLinkView;pastorim;olivada;Minor;Closed;Done;30/Jan/17 11:50 AM;06/02/2017 16:43;14400;14400;EMAP Sprint 12;;;;;;;;
Sub-task;EMAP-68;106247;104482;Create JUnit test for ActionDaoJdbc;pastorim;mazzola;Minor;Closed;Done;31/Jan/17 3:19 PM;06/02/2017 16:43;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-66;106245;104482;Create JUnit test for GroupDaoJdbc;pastorim;mazzola;Minor;Closed;Done;31/Jan/17 3:17 PM;06/02/2017 16:43;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-67;106246;104482;Create JUnit test for ElementDaoJdbc;feandres;mazzola;Minor;Closed;Done;31/Jan/17 3:18 PM;06/02/2017 16:43;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-65;106244;104482;Create JUnit test for AreaDaoJdbc;pastorim;mazzola;Minor;Closed;Done;31/Jan/17 3:17 PM;06/02/2017 16:43;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;;;;;
Sub-task;EMAP-75;106257;104484;Create JUnit test for SubjectAttributeManagerImpl;;mazzola;Minor;To Do;;31/Jan/17 3:24 PM;31/Jan/17 3:24 PM;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Sub-task;EMAP-74;106255;104484;Create JUnit test for ActionManagerImpl;;mazzola;Minor;To Do;;31/Jan/17 3:22 PM;31/Jan/17 3:23 PM;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Sub-task;EMAP-73;106254;104484;Create JUnit test for ElementManagerImpl;;mazzola;Minor;To Do;;31/Jan/17 3:22 PM;31/Jan/17 3:22 PM;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Sub-task;EMAP-72;106253;104484;Create JUnit test for GroupManagerImpl;;mazzola;Minor;To Do;;31/Jan/17 3:22 PM;31/Jan/17 3:22 PM;;;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Sub-task;EMAP-53;104861;101437;Fixing and testing tree population after refactoring SubjectAttribute;;mazzola;Minor;Closed;Done;24/Jan/17 12:43 PM;27/Jan/17 4:54 PM;36000;36000;EMAP Sprint 9;EMAP Sprint 10;EMAP Sprint 11;;;;;;
Sub-task;EMAP-52;104854;101437;Execute test cases after refactoring SubjectAttribute;;mazzola;Minor;Closed;Done;24/Jan/17 12:16 PM;27/Jan/17 4:54 PM;14400;14400;EMAP Sprint 9;EMAP Sprint 10;EMAP Sprint 11;;;;;;
Sub-task;EMAP-51;104853;101437;Fixing and testing Source combobox after refactoring SubjectAttribute;;mazzola;Minor;Closed;Done;24/Jan/17 12:15 PM;27/Jan/17 4:54 PM;21600;21600;EMAP Sprint 9;EMAP Sprint 10;EMAP Sprint 11;;;;;;
Sub-task;EMAP-50;104851;101437;Fixing and testing Region combobox after refactoring SubjectAttribute;;mazzola;Minor;Closed;Done;24/Jan/17 12:13 PM;27/Jan/17 4:54 PM;21600;21600;EMAP Sprint 9;EMAP Sprint 10;EMAP Sprint 11;;;;;;
Story;EMAP-41;102969;;The application is showing an error and is not creating the user when fails sending the email notification.;pastorim;olivada;Minor;Closed;Done;16/Jan/17 6:10 PM;27/Jan/17 4:54 PM;10800;28800;EMAP Sprint 11;;;;;;;;
Story;EMAP-42;103072;;As a PO I would like that the application log all changes in permission modifications;pastorim;olivada;Minor;Closed;Done;17/Jan/17 9:08 AM;27/Jan/17 4:53 PM;43200;43200;EMAP Sprint 11;;;;;;;;
Story;EMAP-38;102946;;"As a PO I would like to see the permission name ""Owner"" instead ""Admin""";pastorim;olivada;Minor;Closed;Done;16/Jan/17 1:34 PM;20/Jan/17 4:17 PM;18000;18000;EMAP Sprint 10;;;;;;;;
Story;EMAP-14;100577;;"As a admin/grant permission user I would like to see as ""Acceso Limitado"" to parents, when not  permission is set to that node, and the children has a specific permission.";pastorim;olivada;Minor;Closed;Done;03/Jan/17 1:50 PM;20/Jan/17 4:17 PM;10800;14400;EMAP Sprint 9;EMAP Sprint 10;;;;;;;
Story;EMAP-29;101438;;As a PO I would like an analysis about implement ABAC authorization schema in the SFA report Area.;mazzola;olivada;Minor;Closed;Fixed;09/Jan/17 11:58 AM;13/Jan/17 5:09 PM;28800;57600;EMAP Sprint 9;;;;;;;;
Bug;EMAP-31;101440;;When the last element of a group is deleted, the group is deleted too.;perezbon;olivada;Minor;Closed;Fixed;09/Jan/17 11:59 AM;13/Jan/17 5:08 PM;28800;18000;EMAP Sprint 9;;;;;;;;
Story;EMAP-22;100588;;Apply permission changes to all children and parents;pastorim;olivada;Minor;Closed;Fixed;03/Jan/17 1:57 PM;13/Jan/17 5:07 PM;36000;36000;EMAP Sprint 8;EMAP Sprint 9;;;;;;;
Bug;EMAP-33;101959;;Dashboard Source combobox filters are not working properly with selected region;perezbon;mazzola;Minor;Closed;Fixed;11/Jan/17 4:46 PM;13/Jan/17 5:06 PM;14400;14400;EMAP Sprint 9;;;;;;;;
Story;EMAP-19;100585;;"As a Dashboard Area owner (or grant permission) I would like to see the ""User Admin"" option.";feandres;olivada;Minor;Closed;Fixed;03/Jan/17 1:56 PM;13/Jan/17 5:06 PM;7200;7200;EMAP Sprint 8;EMAP Sprint 9;;;;;;;
Task;EMAP-13;100576;;Sort and rename columns of table SUBJECT_ATTRIBUTE.;perezbon;olivada;Minor;Closed;Fixed;03/Jan/17 1:49 PM;13/Jan/17 5:06 PM;7200;7200;EMAP Sprint 8;EMAP Sprint 9;;;;;;;
Story;EMAP-32;101463;;Add I18n messages for User Permission Window;feandres;mazzola;Minor;Closed;Fixed;09/Jan/17 1:22 PM;13/Jan/17 5:05 PM;10800;10800;EMAP Sprint 9;;;;;;;;
Story;EMAP-17;100581;;As admin user, I would like to see some kind of alert when the child element in the tree has a different permission of the parent.;pastorim;olivada;Minor;Closed;Fixed;03/Jan/17 1:52 PM;06/Jan/17 4:47 PM;43200;43200;EMAP Sprint 8;;;;;;;;
Story;EMAP-26;101007;;Elements should not be displayed on User Permission tree after they're removed from Dashboard area;feandres;mazzola;Minor;Closed;Fixed;05/Jan/17 8:28 PM;06/Jan/17 4:43 PM;3600;3600;EMAP Sprint 8;;;;;;;;
Story;EMAP-18;100582;;As admin I would like to ensure that the regions combo is filled with all regions defined to the user. ;perezbon;olivada;Minor;Closed;Fixed;03/Jan/17 1:52 PM;06/Jan/17 4:21 PM;7200;7200;EMAP Sprint 8;;;;;;;;
Task;EMAP-12;100575;;As developer I would like to see the created tables with a prefix.;perezbon;olivada;Minor;Closed;Fixed;03/Jan/17 1:49 PM;06/Jan/17 4:20 PM;7200;3600;EMAP Sprint 8;;;;;;;;
Story;EMAP-10;95100;;As area admin I would like to configure permissions access FRONT END;;olivada;Minor;Closed;Fixed;29/11/2016 13:54;03/Jan/17 1:46 PM;;;EMAP Sprint 4;;;;;;;;
Story;EMAP-9;95099;;As area admin I would like to configure permissions access BACK END;;olivada;Minor;Closed;Fixed;29/11/2016 13:50;03/Jan/17 1:46 PM;;;EMAP Sprint 3;EMAP Sprint 4;;;;;;;
Story;EMAP-8;95098;;All developers should have the code imported on eclipse from the svn repo;;olivada;Minor;Closed;Fixed;29/11/2016 13:49;29/11/2016 13:55;;;EMAP Sprint 3;;;;;;;;
Story;EMAP-301;130998;;As PM I would like to have a Design document;;battacar;Trivial;To Do;;03/05/2017 11:47;26/07/2017 13:20;14400;14400;EMAP Sprint 37;;;;;;;;
Story;EMAP-45;104484;;As a developer I want all ABAC service logic tested with JUnit;;olivada;Trivial;To Do;;23/Jan/17 11:54 AM;24/07/2017 11:59;28800;28800;EMAP Sprint 12;EMAP Sprint 13;EMAP Sprint 14;EMAP Sprint 15;EMAP Sprint 16;EMAP Sprint 25;EMAP Sprint 28;EMAP Sprint 36;
Task;EMAP-451;140228;;As a Developer I would like to know if the portal is up or not by Autmatic Monitoring;battacar;battacar;Trivial;In Progress;;09/06/2017 11:44;24/07/2017 11:17;14400;14400;EMAP Sprint 30;EMAP Sprint 31;EMAP Sprint 32;EMAP Sprint 33;EMAP Sprint 34;EMAP Sprint 35;;;
Task;EMAP-137;121491;;Migrate users from UT environement to IT;olivada;olivada;Trivial;Closed;Fixed;27/03/2017 14:51;05/06/2017 10:09;7200;0;EMAP Sprint 19;EMAP Sprint 20;EMAP Sprint 26;EMAP Sprint 27;EMAP Sprint 28;;;;
Story;EMAP-130;121071;;As user admin, in the user permission window I would like to see the save and cancel always in the same order;;alfonsma;Trivial;To Do;;24/03/2017 20:59;26/Apr/17 4:35 PM;3600;3600;;;;;;;;;
Story;EMAP-127;121068;;As admin user in the tree I dont want to see the alert about children when does not exist lower level elements ;pastorim;alfonsma;Trivial;Closed;Fixed;24/03/2017 20:42;07/Apr/17 5:18 PM;3600;3600;EMAP Sprint 20;;;;;;;;
